asin,date,manufacturer,price,rank,average_rate,num_of_rate,review_url
B01E3727TM,,No.1,9980.0,266269.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01E3727TM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A00Z&v=2&sig=DDvWVCfQxnnDbq2AOm1moFNQWTliDTR5j8yNXNHi%2BHI%3D
B01E5BYL2M,,Hesvit,9600.0,349691.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01E5BYL2M&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A03Z&v=2&sig=CqwQBu1LSJ6JY39uncerkLhoFoMGk%2B4AXaRVSZ553pU%3D
B018KC3II0,,"Shenzhen Yoluke Technology Co., Limited",9000.0,363076.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B018KC3II0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A06Z&v=2&sig=SXHKIAm4Plzb%2BKt2aw1AIrb7bV4k4dlbwea%2F4ncctww%3D
B01EKZOCV8,,No.1,9980.0,2017063.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EKZOCV8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A08Z&v=2&sig=uUFI27MNQNFYHRGsWPK1Aq8tD1NSU2IJ0AbOsHxf8%2Bc%3D
B0178WJNFU,,Truffol,9980.0,708756.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WJNFU&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A10Z&v=2&sig=49cJdfjTB78Pg2II3z3r5IAulWXSJf85E8yamGQ2ca4%3D
B01DNECCDM,,,9850.0,681055.0,2.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DNECCDM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A17Z&v=2&sig=uVaFqwcZHL8FSV8jqAaNu%2BCLgoqQPt%2FBVJBNvdPxYCA%3D
B01DNECAN4,,,9850.0,61477.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DNECAN4&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A21Z&v=2&sig=x0bfupqbVlhSz2fu9HpN4yenvXD6UAfY%2FahmfS3CKuY%3D
B017E9L22Y,,Pandaoo,9800.0,830930.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017E9L22Y&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A24Z&v=2&sig=UVTHZlek%2BXb9xSI3dnZ%2FhbEblgIqT0AH2O1V880IY8c%3D
B0178WKNJK,,Generic,9470.0,2036435.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WKNJK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A26Z&v=2&sig=YFDbs5BPh%2Bj41Debtzy7tNGup%2F%2B%2BKvVXRD90b8R8MOY%3D
B0178WL844,,JETech,9892.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WL844&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A28Z&v=2&sig=H4q6poBXuthL4huWFDS2NVO%2Fb3Sk2IVbuxBUMJxC7jQ%3D
B00YE2IRN2,,Kollea,9700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00YE2IRN2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A31Z&v=2&sig=wXtqmGM08SweX%2FkeVPntJD2Cm1Rmk56b1OtwfyMwgl8%3D
B0178WL8NU,,Doogee,9980.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WL8NU&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A33Z&v=2&sig=%2BICrepFFh8YTkPVFByd3C2mHEFcaabMlmmE0OxOk9B4%3D
B0178WU9LM,,Fitbug,9000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WU9LM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A36Z&v=2&sig=vYkqYqFXHg%2FYsD4sHVWrrbAKQLis4tlXytELPxKLqPM%3D
B01HM45BSM,,FLOVEME,9999.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HM45BSM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A38Z&v=2&sig=tjGj73bDd7dI3yC8c6xNZCVsQHFReetM7BNGdVOCZJ4%3D
B01EKYB140,,iMacwear,9980.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EKYB140&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A40Z&v=2&sig=Jb15Z6IKnLB%2BJBEOSUT3jRcD%2BdyNdCpNQXS93TZo%2BV8%3D
B0113SAG5G,,JLAB,9530.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0113SAG5G&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A43Z&v=2&sig=%2F%2FaxLxUxKCUI%2B9H5dqn6%2FoF263mpX1R4LeFeBOONiYk%3D
B00JQTOZY8,,MOTA (モタ),9876.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00JQTOZY8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A45Z&v=2&sig=6txYyajn%2F9BT8Mr0CmzXksred0idE5Snuk8sm6N%2Btpk%3D
B00JQTP006,,MOTA (モタ),9592.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00JQTP006&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A47Z&v=2&sig=joYXQ5rvjT5Bpgm%2Blnp1Ik2Wzq9730zIoYSJ7xoghdc%3D
B01H577D8C,,Jisong Co; Ltd,9000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01H577D8C&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A50Z&v=2&sig=4aZWQk%2F1%2Bseo3j%2Fp0P3GAnpI9Je8mAf1Z3H%2BA0cKu8E%3D
B00ZUDPZAW,,E-balance,,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00ZUDPZAW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A52Z&v=2&sig=gIu%2B8KgEyPNm14jyyh8WcAPz4h8xlMIKagt0r%2BWNcO8%3D
B017IAQERM,,"Shenzhen Yoluke Technology Co., Limited",9900.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017IAQERM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A54Z&v=2&sig=%2FGqW%2B67mnX5FZYjqD%2BFa1z1wahKC4mHiTXYZsKP7lUs%3D
B00H7ASLVG,,Pebble,10500.0,6600.0,4.2,79,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00H7ASLVG&atag=kyoheikoga04-22&exp=2016-06-29T10%3A18%3A57Z&v=2&sig=6iqEavwrKdJQrHXsMTQ0rAmasDpdibHMIXH2s6jlCUY%3D
B00IQO0HJ6,,Samsung,,266596.0,3.0,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00IQO0HJ6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A03Z&v=2&sig=MHZglsULLkfLbPs9RTW14IRHmVpL2rsqDswFc8UoTd8%3D
B019OBX5V6,,MobileAction,10500.0,220347.0,5.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019OBX5V6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A07Z&v=2&sig=KYEPNI2X7gsSIfunapSuXrX3HCFYBlr1sU%2Bg6L1GPOY%3D
B01AK6PZZS,,STK,10800.0,106265.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01AK6PZZS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A12Z&v=2&sig=WHew2s80wF%2FZcWUlS8krNfPzIMRnLaJ3zi6jPnOHZbU%3D
B014RI4TO8,,STK,10800.0,477936.0,4.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B014RI4TO8&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A14Z&v=2&sig=oSzKy2%2Bp6s3fHrkbwyaKeEOCXK2inSKZUFMPSznKs0Y%3D
B01HG9GV28,,FLOVEME,10999.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01HG9GV28&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A19Z&v=2&sig=5FHOYqx8OJijaJ2N2a8JSXnxdp8xt52IrLF9uqhKQtE%3D
B00NKEQ7EQ,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ7EQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A21Z&v=2&sig=thMexCIn4odmH6bWi6Xrmy9iqjVfvBEB7f5dDYY1Pe8%3D
B00NKEQ3QS,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ3QS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A24Z&v=2&sig=qP5DqmnbTsD954pKYRhotdQ2HjU%2BCaW7oGzi4DaNoxw%3D
B00NKEQ85O,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ85O&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A26Z&v=2&sig=byk%2F4HDR4hVX3B3I%2BdsmaidNK32p%2BeLi7SdQXXLI0dA%3D
B00NKEQA0C,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQA0C&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A29Z&v=2&sig=Dyxf0vZSGmFjPobpqeYAl8pNy1xce7eOYDY1mxNqLmc%3D
B00NKEQ9G2,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ9G2&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A31Z&v=2&sig=jokU9Qiz8kOUic66i3Yfz756sNAS7Qs44rV%2B7f0snA0%3D
B00NKEQ2ZA,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ2ZA&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A35Z&v=2&sig=anrIa0lQCeOUwSku1WCYoO%2Fj3qt3A5sElX1pvlIVTNI%3D
B00NKEPZYO,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEPZYO&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A37Z&v=2&sig=D6CMPh9NG7xBnS7YC9XwPYvpnpFRgppIWmitkfFRBQw%3D
B00QUHPFSY,,Indigi,10000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00QUHPFSY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A39Z&v=2&sig=bnAp5W0bmx3z44bt4dmJK8fooqmib5O3qO%2BA9Xv2%2Fzo%3D
B00NKEQ8QI,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ8QI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A42Z&v=2&sig=qeQ%2FmKBDoSy7reK%2ByPkI9TCDCJouMqdMvBQM5yj4Ga0%3D
B00NKEQ1C4,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ1C4&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A44Z&v=2&sig=W%2FQCnoXwdazsZ4lDhKXA59XnvA9QRhY8YVhBwwoXqWE%3D
B00NKEQ5NO,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ5NO&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A47Z&v=2&sig=CuYA0FrLiC4vsUf%2Fr9j3ox5CUooYygTWErzbgLj44%2B8%3D
B00NKEQ0TS,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ0TS&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A49Z&v=2&sig=tS%2BmSqB70ZCuOKr2WRbfWEWzhqJ%2Bu8zrcrzn6w1ZaPc%3D
B00NKEQ6VU,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ6VU&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A51Z&v=2&sig=rHidmgf%2FcERcbSUA7CnHrP%2F84zE6U2z01B0UKuNuMBI%3D
B01CFXTATQ,,LIKECAR,10299.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01CFXTATQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A54Z&v=2&sig=5ddPoqsD%2BajR1tHFM8LVDBZBmdww1gDQCFoc%2BSMNgJk%3D
B017AQ78CY,,Electronics,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B017AQ78CY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A56Z&v=2&sig=qyqlnvM8pDlBbcDZBeYwtDZPFA6vlha%2BQ5sHoi99TKE%3D
B00NKEQ69C,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEQ69C&atag=kyoheikoga04-22&exp=2016-06-29T10%3A19%3A58Z&v=2&sig=0g%2F6gnYAkst6LJ%2FPtKCoBKKF9O6KUkSrJaKdBOww558%3D
B00NKEPYPY,,Indigi,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NKEPYPY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A01Z&v=2&sig=%2Fw3kmqwuUep8PnoW%2FsnLZjwwulmIUXYWFG45EdqXJew%3D
B01AK6USZ0,,STK,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01AK6USZ0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A03Z&v=2&sig=mtLAtyltuag%2Bz40OSlD0UiR3ypmHzZzhh%2FG9nbf9DAY%3D
B01AK64OLY,,STK,10800.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01AK64OLY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A06Z&v=2&sig=xDBvrxG%2FXSqlOmB2VeLRTcNS18DayeDPTP12sE2jEYA%3D
B0178WKZDO,,Yuntab,10570.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WKZDO&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A08Z&v=2&sig=soJ%2FCGnk14HYgqYJpoleSHB7QHXaBgQU7SmTba5WcTk%3D
B00IW05H2Q,,Pebble,11980.0,57716.0,4.2,79,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00IW05H2Q&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A10Z&v=2&sig=AkL3V7n4qymH1K8OF0lGkPSRF8YOihMFdfmIH6MlDbY%3D
B01DBN2GRC,,Zeaplus,11999.0,109618.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01DBN2GRC&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A16Z&v=2&sig=1HUtKuvgRqDQSqLzQJfuzfXmp%2BezoP1NZWNGNVBdSd0%3D
B00JTC9KU6,2014-10-08,MyKronoz(マイクロノス),11470.0,44361.0,2.5,2,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00JTC9KU6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A19Z&v=2&sig=sUk%2Bmf7eT3Q9SktHsFJHjS4W5H5SmrXD6Dizh46i6Wk%3D
B0178WP1RY,,dizauL,11202.0,1241086.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WP1RY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A23Z&v=2&sig=a5hdG8ZsYgxgw4g2%2BjsXPXy6S3U09tlKUqRWDUoi9B8%3D
B00NDUZJ82,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZJ82&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A26Z&v=2&sig=o5LuritrY0wbGlA%2FhQ%2BoxrG2ikqwMpKRsGFZ%2FZ3TW%2BY%3D
B00NDUZWMK,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZWMK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A28Z&v=2&sig=CuIxrWtfPoYTCz0tE08vdja1uC8GngP3LxYv%2FHFXtvg%3D
B00NDUZNSI,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZNSI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A30Z&v=2&sig=mp8CA%2B5irYrk8wlkV5YcGGZNv5JZ2EeU6eoJYQEfr4Q%3D
B00NDUZE0A,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZE0A&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A33Z&v=2&sig=PSZP%2F5W1HJ26DMVCtS1f7aiyhT%2BcgiuRjW43LU0QiA8%3D
B00NDUZRYI,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZRYI&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A36Z&v=2&sig=nizo41gynWb9RnyMW8CjjeI6GpLt1tRi12m7LRz6VEQ%3D
B00NDUZVHQ,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZVHQ&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A39Z&v=2&sig=izHG5RCNzaw2mScubyhLNWhgGltYeutARH1HzV0HVjc%3D
B00NDV8OTM,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDV8OTM&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A42Z&v=2&sig=yBlkbf8oGTeJJbjaoMzS9hzsJqK3A5kV%2BiBABHNTh0A%3D
B00NDUZH1Q,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZH1Q&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A46Z&v=2&sig=c1HmHMVW1TCdxBLL%2BNjBPpSSX2GAyi6g2gZeCl%2Be7%2Bc%3D
B00NDUZU72,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00NDUZU72&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A48Z&v=2&sig=Ao1AkpagGHksNIdO4%2BbizjKm5MmM3F%2BqWuPbOAfiu9s%3D
B00Q5VCBNW,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00Q5VCBNW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A52Z&v=2&sig=vsW%2BkS%2BWnZI2QG750zP1JcSEi0txV7FMrRyG75F6Qss%3D
B00Q5VBWK0,,Indigi,11700.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00Q5VBWK0&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A55Z&v=2&sig=s1x8FPba7eSgUJ6y9knpkxiBdvVx8ObFNHiC0E%2BaQlc%3D
B01H518MF6,,Jisong Co; Ltd,12000.0,148252.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01H518MF6&atag=kyoheikoga04-22&exp=2016-06-29T10%3A20%3A57Z&v=2&sig=mxHY5wdImdiXam%2BWWMuvGxlQ4D%2BaYvbx3gcURpehthw%3D
B013I0QNEA,,OZONE,12980.0,182269.0,3.5,13,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B013I0QNEA&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A01Z&v=2&sig=1myoECgqsEtRjYaofdDfIuXdD1T8RyZxhYWRLWHGKcY%3D
B00XJKBD4U,,Sony,12780.0,218300.0,2.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00XJKBD4U&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A06Z&v=2&sig=fLPmfw%2BZhNCmHynevnAZOxSzm78cm%2B2DoxH5AIhTC5s%3D
B014RFZ3GY,,STK,12888.0,364508.0,1.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B014RFZ3GY&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A13Z&v=2&sig=BOg31GOoLa8N5KSakiKVJsHaIVpLiogB7%2BGh18FnJoY%3D
B0156V278K,,STK,12000.0,486697.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0156V278K&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A18Z&v=2&sig=Tl66if%2BamjJSsq99za9pRIqMJH8FMT1d81a%2BGs7OPJg%3D
B01EUKN8ZE,,株式会社フューチャーズ,12900.0,,1.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01EUKN8ZE&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A20Z&v=2&sig=nMEb6tosv%2FstQxKat8WacNkSpY6I1hjjV%2BK8SmmIsMU%3D
B019DNP9AK,,STK,12800.0,1154187.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B019DNP9AK&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A25Z&v=2&sig=9DnkC%2FQE%2BPQeRM1HaB0cVEYvQEX%2BCKoRNYB1SaF%2FmAc%3D
B0178WJWOW,,i-Blason,12000.0,,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WJWOW&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A27Z&v=2&sig=6bgz7dtluvsksM3CDXuUbX%2Ff%2BOEpL6shyBQWopdn44M%3D
B00DNDF2OU,,Sony,13200.0,5551.0,3.8,75,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00DNDF2OU&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A29Z&v=2&sig=wbbJvSAVBIo5CEHJWau3iZAcomyUP7fZJN%2BBMUHZqK4%3D
B00IVX0XGO,,Pebble,13390.0,27092.0,3.6,15,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B00IVX0XGO&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A34Z&v=2&sig=uRTUvkYSlNFE9MULN6jHuy2vyO6wUXYyshCSL%2FVOLbs%3D
B01GV35194,,Jisong Co;Ltd,13600.0,28400.0,0.0,0,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B01GV35194&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A39Z&v=2&sig=03e%2FOS71KtVyED1OkX97QnFId8dL2LKA35Zu5N6btJk%3D
B0178WLI6M,,Sony,13760.0,142543.0,2.0,1,http://www.amazon.jp/reviews/iframe?akid=AKIAIHC5MGDNMMKTRPOA&alinkCode=xm2&asin=B0178WLI6M&atag=kyoheikoga04-22&exp=2016-06-29T10%3A21%3A41Z&v=2&sig=D2qSMGQJTzdv%2BBc4oIPeMc2j6RCsLpMaoNzQKY6PiEs%3D
